ensembl	symbol	entrez
38762	ENSG00000087301	TXNDC16	57544
38770	ENSG00000274556	KIR3DL3	115653
38775	ENSG00000231322	RPL13AP17	399670
38776	ENSG00000100226	GTPBP1	9567
38777	ENSG00000149150	SLC43A1	8501
38779	ENSG00000274533	KIR2DS4	3809
38781	ENSG00000228308	LINC01209	101928684
38782	ENSG00000101367	MAPRE1	22919
38784	ENSG00000100084	HIRA	7290
38785	ENSG00000198730	CTR9	9646
38790	ENSG00000153292	ADGRF1	266977
38792	ENSG00000184394	OR4N5	390437
38795	ENSG00000182872	RBM10	8241
38798	ENSG00000129965	INS-IGF2	723961
38799	ENSG00000151005	TKTL2	84076
38802	ENSG00000162434	JAK1	3716
38803	ENSG00000064652	SNX24	28966
38807	ENSG00000175938	ORAI3	93129
38809	ENSG00000128011	LRFN1	57622
38811	ENSG00000104938	CLEC4M	10332
38817	ENSG00000005073	HOXA11	3207
38820	ENSG00000197948	FCHSD1	89848
38824	ENSG00000174576	NPAS4	266743
38826	ENSG00000174007	CEP19	84984
38828	ENSG00000226978	MAGI2-AS2	100874021
38832	ENSG00000196498	NCOR2	9612
38833	ENSG00000230487	PSMG3-AS1	114796
38834	ENSG00000146700	SSC4D	136853
38839	ENSG00000129173	E2F8	79733
38841	ENSG00000048140	TSPAN17	26262
38844	ENSG00000243710	CFAP57	149465
38846	ENSG00000198925	ATG9A	79065
38848	ENSG00000184986	TMEM121	80757
38849	ENSG00000179598	PLD6	201164
38851	ENSG00000131142	CCL25	6370
38859	ENSG00000198060	MARCH5	54708
38862	ENSG00000269420	PLA2G4C-AS1	106144526
38866	ENSG00000167460	TPM4	7171
38873	ENSG00000260691	ANKRD20A1	84210
38874	ENSG00000278548	ADAM18	8749
38875	ENSG00000175485	OR52W1	120787
38876	ENSG00000156689	GLYATL2	219970
38879	ENSG00000155850	SLC26A2	1836
38882	ENSG00000253733	LZTS1-AS1	100874051
38884	ENSG00000101439	CST3	1471
38885	ENSG00000119514	GALNT12	79695
38888	ENSG00000078053	AMPH	273
38889	ENSG00000174004	NRROS	375387
38890	ENSG00000239519	CADM2-AS1	100874038
38893	ENSG00000241648	CADM2-AS2	100874037
38898	ENSG00000247157	LINC01252	338817
38900	ENSG00000204352	C9orf129	445577
38901	ENSG00000257150	PGAM1P5	100132594
38902	ENSG00000130158	DOCK6	57572
38903	ENSG00000150760	DOCK1	1793
38906	ENSG00000124467	PSG8	440533
38908	ENSG00000162813	BPNT1	10380
38909	ENSG00000102978	POLR2C	5432
38911	ENSG00000077080	ACTL6B	51412
38913	ENSG00000101146	RAE1	8480
38914	ENSG00000103647	CORO2B	10391
38917	ENSG00000167771	RCOR2	283248
38918	ENSG00000183722	LHFP	10186
38920	ENSG00000124587	PEX6	5190
38921	ENSG00000134765	DSC1	1823
38922	ENSG00000083782	EPYC	1833
38924	ENSG00000198019	FCGR1B	2210
38926	ENSG00000172172	MRPL13	28998
38927	ENSG00000229391	HLA-DRB6	3128
38934	ENSG00000221878	PSG7	5676
38935	ENSG00000175470	PPP2R2D	55844
38939	ENSG00000274726	ARHGEF10	9639
38940	ENSG00000228630	HOTAIR	100124700
38941	ENSG00000204138	PHACTR4	65979
38942	ENSG00000108582	CPD	1362
38943	ENSG00000242389	RBMY1E	378950
38944	ENSG00000215440	NPEPL1	79716
38947	ENSG00000146834	MEPCE	56257
38948	ENSG00000187800	PEAR1	375033
38950	ENSG00000186577	C6orf1	221491
38951	ENSG00000100036	SLC35E4	339665
38955	ENSG00000159713	TPPP3	51673
38962	ENSG00000181027	FKRP	79147
38963	ENSG00000160767	FAM189B	10712
38971	ENSG00000153165	RGPD3	653489
38975	ENSG00000183574	RNF5	6048
38977	ENSG00000141441	GAREM1	64762
38979	ENSG00000071889	FAM3A	60343
38983	ENSG00000184659	FOXD4L4	349334
38984	ENSG00000164236	ANKRD33B	651746
38986	ENSG00000224305	HLA-DQB2	3120
38987	ENSG00000267690	LDLRAD4-AS1	100288122
38992	ENSG00000127903	ZNF835	90485
38996	ENSG00000274580	FCAR	2204
38997	ENSG00000100949	RABGGTA	5875
38998	ENSG00000135525	MAP7	9053
38999	ENSG00000226171	DHX16	8449
39000	ENSG00000081800	SLC13A1	6561
39006	ENSG00000112031	MTRF1L	54516
39009	ENSG00000279873	LINC01126	100129726
39011	ENSG00000101213	PTK6	5753
39013	ENSG00000128694	OSGEPL1	64172
39015	ENSG00000141293	SKAP1	8631
39017	ENSG00000187325	TAF9B	51616
39020	ENSG00000152782	PANK1	53354
39023	ENSG00000239523	MYLK-AS1	100506826
39026	ENSG00000167065	DUSP18	150290
39027	ENSG00000177757	FAM87B	400728
39028	ENSG00000121931	LRIF1	55791
39030	ENSG00000107829	FBXW4	6468
39033	ENSG00000274669	LILRB1	10859
39036	ENSG00000164303	ENPP6	133121
39042	ENSG00000005471	ABCB4	5244
39044	ENSG00000225263	PCDH9-AS3	100874086
39047	ENSG00000119574	ZBTB45	84878
39050	ENSG00000275276	KIR2DL1	3802
39054	ENSG00000173320	STOX2	56977
39055	ENSG00000163794	UCN	7349
39057	ENSG00000134061	CD180	4064
39058	ENSG00000144455	SUMF1	285362
39059	ENSG00000135775	COG2	22796
39060	ENSG00000232308	DPCR1	135656
39061	ENSG00000030066	NUP160	23279
39062	ENSG00000197498	RPF2	84154
39065	ENSG00000128714	HOXD13	3239
39067	ENSG00000163624	CDS1	1040
39068	ENSG00000116833	NR5A2	2494
39072	ENSG00000114113	RBP2	5948
39075	ENSG00000103540	CCP110	9738
39076	ENSG00000105499	PLA2G4C	8605
39079	ENSG00000074527	NTN4	59277
39080	ENSG00000175115	PACS1	55690
39083	ENSG00000099974	DDTL	100037417
39085	ENSG00000052850	ALX4	60529
39086	ENSG00000180957	PITPNB	23760
39088	ENSG00000243709	LEFTY1	10637
39092	ENSG00000134308	YWHAQ	10971
39096	ENSG00000180592	SKIDA1	387640
39097	ENSG00000167232	ZNF91	7644
39098	ENSG00000204918	PRR20B	729233
39099	ENSG00000108798	ABI3	51225
39100	ENSG00000157999	ANKRD61	100310846
39101	ENSG00000165699	TSC1	7248
39102	ENSG00000134955	SLC37A2	219855
39103	ENSG00000138795	LEF1	51176
39105	ENSG00000170178	HOXD12	3238
39107	ENSG00000163359	COL6A3	1293
39109	ENSG00000150337	FCGR1A	2209
39112	ENSG00000205002	AARD	441376
39113	ENSG00000140009	ESR2	2100
39114	ENSG00000140988	RPS2	6187
39115	ENSG00000197584	KCNMB2	10242
39117	ENSG00000072415	MPP5	64398
39119	ENSG00000165821	SALL2	6297
39120	ENSG00000171928	TVP23B	51030
39121	ENSG00000233276	GPX1	2876
39124	ENSG00000074211	PPP2R2C	5522
39126	ENSG00000056291	NPFFR2	10886
39131	ENSG00000168421	RHOH	399
39133	ENSG00000243135	UGT1A3	54659
39138	ENSG00000132341	RAN	5901
39141	ENSG00000166348	USP54	159195
39142	ENSG00000257542	OR7E47P	26628
39143	ENSG00000174586	ZNF497	162968
39144	ENSG00000154945	ANKRD40	91369
39146	ENSG00000233141	MAS1L	116511
39148	ENSG00000113716	HMGXB3	22993
39149	ENSG00000120149	MSX2	4488
39152	ENSG00000099984	GSTT2	2953
39153	ENSG00000163964	PIGX	54965
39154	ENSG00000163463	KRTCAP2	200185
39158	ENSG00000166685	COG1	9382
39159	ENSG00000106268	NUDT1	4521
39160	ENSG00000182095	TNRC18	84629
39162	ENSG00000155495	MAGEC1	9947
39164	ENSG00000107679	PLEKHA1	59338
39166	ENSG00000162999	DUSP19	142679
39169	ENSG00000153914	SREK1	140890
39170	ENSG00000229074	HLA-DRB1	3123
39171	ENSG00000229074	HLA-DRB1	105369230
39175	ENSG00000167394	ZNF668	79759
39177	ENSG00000274146	KIR3DL1	3811
39178	ENSG00000243955	GSTA1	2938
39179	ENSG00000250930	LNX1-AS1	100873939
39182	ENSG00000170989	S1PR1	1901
39184	ENSG00000158623	COPG2	26958
39185	ENSG00000275619	C14orf142	84520
39186	ENSG00000141994	DUS3L	56931
39188	ENSG00000184459	BPIFC	254240
39190	ENSG00000176490	DIRAS1	148252
39192	ENSG00000181847	TIGIT	201633
39193	ENSG00000133937	GSC	145258
39194	ENSG00000133574	GIMAP4	55303
39201	ENSG00000165309	ARMC3	219681
39207	ENSG00000154620	TMSB4Y	9087
39210	ENSG00000090013	BLVRB	645
39211	ENSG00000100842	EFS	10278
39212	ENSG00000254685	FPGT	8790
39213	ENSG00000248307	LINC00616	641365
39214	ENSG00000224514	LINC00620	285375
39216	ENSG00000081692	JMJD4	65094
39218	ENSG00000168159	RNF187	149603
39220	ENSG00000184611	KCNH7	90134
39221	ENSG00000164897	TMUB1	83590
39224	ENSG00000172071	EIF2AK3	9451
39225	ENSG00000187630	DHRS4L2	317749
39226	ENSG00000188517	COL25A1	84570
39228	ENSG00000187510	PLEKHG7	440107
39230	ENSG00000205363	C15orf59	388135
39232	ENSG00000174365	SNHG11	128439
39234	ENSG00000255823	MTRNR2L8	100463486
39239	ENSG00000171962	DRC3	83450
39240	ENSG00000276959	LENG1	79165
39245	ENSG00000095319	NUP188	23511
39251	ENSG00000272752	STAG3L5P-PVRIG2P-PILRB	101752399
39253	ENSG00000281216	KIF26B	55083
39256	ENSG00000225834	HCG23	414764
39257	ENSG00000111241	FGF6	2251
39258	ENSG00000153250	RBMS1	5937
39259	ENSG00000079337	RAPGEF3	10411
39260	ENSG00000067334	DNTTIP2	30836
39261	ENSG00000143543	JTB	10899
39262	ENSG00000092978	GPATCH2	55105
39264	ENSG00000137040	RANBP6	26953
39266	ENSG00000231314	LTB	4050
39267	ENSG00000221916	C19orf73	55150
39269	ENSG00000225228	MCCD1	401250
39270	ENSG00000230855	OR2J3	442186
39271	ENSG00000226271	OR2J3	442186
39272	ENSG00000171954	CYP4F22	126410
39276	ENSG00000170835	CEL	1056
39277	ENSG00000277422	REXO1L6P	100288527
39286	ENSG00000077684	JADE1	79960
39288	ENSG00000106049	HIBADH	11112
39289	ENSG00000158113	LRRC43	254050
39290	ENSG00000146216	TTBK1	84630
39296	ENSG00000023892	DEF6	50619
39298	ENSG00000204560	DHX16	8449
39299	ENSG00000183760	ACP7	390928
39303	ENSG00000189306	RRP7A	27341
39305	ENSG00000133678	TMEM254	80195
39306	ENSG00000099958	DERL3	91319
39307	ENSG00000232421	TUBB	203068
39309	ENSG00000157625	TAB3	257397
39312	ENSG00000087510	TFAP2C	7022
39314	ENSG00000262943	ALOX12P2	245
39325	ENSG00000176635	HORMAD2	150280
39326	ENSG00000188522	FAM83G	644815
39328	ENSG00000127252	HRASLS	57110
39330	ENSG00000127241	MASP1	5648
39332	ENSG00000178257	PRM3	58531
39333	ENSG00000118307	CASC1	55259
39335	ENSG00000262993	KRT31	3881
39337	ENSG00000277354	CRIM1	51232
39342	ENSG00000173207	CKS1B	1163
39343	ENSG00000104299	INTS9	55756
39344	ENSG00000137414	FAM8A1	51439
39346	ENSG00000146090	RASGEF1C	255426
39347	ENSG00000167595	PROSER3	148137
39358	ENSG00000164880	INTS1	26173
39362	ENSG00000213578	CPLX3	594855
39363	ENSG00000112695	COX7A2	1347
39366	ENSG00000141873	SLC39A3	29985
39368	ENSG00000132164	SLC6A11	6538
39370	ENSG00000149534	MS4A2	2206
39372	ENSG00000271216	LINC01050	103689845
39373	ENSG00000249073	WSPAR	105664404
39374	ENSG00000133056	PIK3C2B	5287
39379	ENSG00000196666	FAM180B	399888
39383	ENSG00000188554	NBR1	4077
39387	ENSG00000145029	NICN1	84276
39394	ENSG00000142677	IL22RA1	58985
39395	ENSG00000275947	TMEM251	26175
39396	ENSG00000160868	CYP3A4	1576
39401	ENSG00000186111	PIP5K1C	23396
39403	ENSG00000185920	PTCH1	5727
39405	ENSG00000163106	HPGDS	27306
39409	ENSG00000172247	C1QTNF4	114900
39410	ENSG00000197124	ZNF682	91120
39411	ENSG00000128610	FEZF1	389549
39416	ENSG00000132681	ATP1A4	480
39418	ENSG00000110344	UBE4A	9354
39419	ENSG00000169184	MN1	4330
39421	ENSG00000104863	LIN7B	64130
39422	ENSG00000259527	LINC00052	145978
39424	ENSG00000142676	RPL11	6135
39425	ENSG00000112759	SLC29A1	2030
39426	ENSG00000128645	HOXD1	3231
39428	ENSG00000196832	OR11G2	390439
39432	ENSG00000135077	HAVCR2	84868
39436	ENSG00000165434	PGM2L1	283209
39437	ENSG00000150316	CWC15	51503
39439	ENSG00000225764	P3H2-AS1	101929152
39442	ENSG00000067829	IDH3G	3421
39447	ENSG00000115008	IL1A	3552
39449	ENSG00000082684	SEMA5B	54437
39451	ENSG00000267697	LUZP6	767558
39454	ENSG00000233917	POTEB	100996331
39455	ENSG00000278787	UBR7	55148
39460	ENSG00000105887	MTPN	136319
39462	ENSG00000174808	BTC	685
39464	ENSG00000134910	STT3A	3703
39466	ENSG00000165898	ISCA2	122961
39468	ENSG00000226240	LINC00381	100874151
39471	ENSG00000106546	AHR	196
39474	ENSG00000157368	IL34	146433
39475	ENSG00000167483	FAM129C	199786
39477	ENSG00000114019	AMOTL2	51421
39478	ENSG00000113141	IK	3550
39480	ENSG00000124177	CHD6	84181
39481	ENSG00000278729	KIR3DL3	115653
39485	ENSG00000277334	NCR1	9437
39488	ENSG00000279418	LINC00244	64433
39489	ENSG00000166535	A2ML1	144568
39491	ENSG00000118707	TGIF2	60436
39493	ENSG00000136738	STAM	8027
39496	ENSG00000254703	SENCR	100507392
39497	ENSG00000167994	RAB3IL1	5866
39498	ENSG00000100142	POLR2F	5435
39499	ENSG00000104490	NCALD	83988
39501	ENSG00000241553	ARPC4	10093
39502	ENSG00000105428	ZNRF4	148066
39504	ENSG00000152672	CLEC4F	165530
39505	ENSG00000277377	SERPINA1	5265
39506	ENSG00000150750	C11orf53	341032
39508	ENSG00000105855	ITGB8	3696
39510	ENSG00000204576	PRR3	80742
39511	ENSG00000154764	WNT7A	7476
39513	ENSG00000067798	NAV3	89795
39516	ENSG00000234444	ZNF736	728927
39517	ENSG00000114450	GNB4	59345
39518	ENSG00000223666	FKBPL	63943
39521	ENSG00000123843	C4BPB	725
39522	ENSG00000214413	BBIP1	92482
39523	ENSG00000162949	CAPN13	92291
39524	ENSG00000088205	DDX18	8886
39526	ENSG00000166855	CLPX	10845
39529	ENSG00000281189	GHET1	102723099
39531	ENSG00000111231	GPN3	51184
39532	ENSG00000117154	IGSF21	84966
39535	ENSG00000167981	ZNF597	146434
39545	ENSG00000127399	LRRC61	65999
39548	ENSG00000173166	RAPH1	65059
39549	ENSG00000138670	RASGEF1B	153020
39550	ENSG00000163217	BMP10	27302
39557	ENSG00000105486	LIG1	3978
39560	ENSG00000175866	BAIAP2	10458
39561	ENSG00000006740	ARHGAP44	9912
39569	ENSG00000147206	NXF3	56000
39571	ENSG00000136521	NDUFB5	4711
39573	ENSG00000231526	HLA-DQA2	3117
39574	ENSG00000231526	HLA-DQA2	3118
39576	ENSG00000163046	ANKRD30BL	554226
39579	ENSG00000068400	GRIPAP1	56850
39585	ENSG00000282087	TBC1D3F	84218
39586	ENSG00000175643	RMI2	116028
39587	ENSG00000160345	C9orf116	138162
39589	ENSG00000071051	NCK2	8440
39596	ENSG00000271503	CCL5	6352
39597	ENSG00000257115	OR11H12	440153
39599	ENSG00000176406	RIMS2	9699
39600	ENSG00000149557	FEZ1	9638
39602	ENSG00000162040	HS3ST6	64711
39603	ENSG00000196547	MAN2A2	4122
39604	ENSG00000135298	ADGRB3	577
39605	ENSG00000198909	MAP3K3	4215
39611	ENSG00000149212	SESN3	143686
39613	ENSG00000196126	HLA-DRB1	3123
39614	ENSG00000196126	HLA-DRB1	105369230
39615	ENSG00000169994	MYO7B	4648
39617	ENSG00000147689	FAM83A	84985
39619	ENSG00000241839	PLEKHO2	80301
39623	ENSG00000121104	FAM117A	81558
39625	ENSG00000198369	SPRED2	200734
39626	ENSG00000167578	RAB4B	53916
39628	ENSG00000183214	MICA	100507436
39629	ENSG00000228163	HLA-DPA1	3113
39631	ENSG00000167711	SERPINF2	5345
39633	ENSG00000167196	FBXO22	26263
39634	ENSG00000163032	VSNL1	7447
39637	ENSG00000135914	HTR2B	3357
39641	ENSG00000230961	MSH5	4439
39645	ENSG00000168395	ING5	84289
39649	ENSG00000176871	WSB2	55884
39650	ENSG00000213759	UGT2B11	10720
39654	ENSG00000237192	TRIM10	10107
39660	ENSG00000204687	MAS1L	116511
39662	ENSG00000116678	LEPR	3953
39663	ENSG00000205744	DENND1C	79958
39664	ENSG00000069998	CECR5	27440
39665	ENSG00000168778	TCTN2	79867
39667	ENSG00000139344	AMDHD1	144193
39669	ENSG00000082074	FYB	2533
39671	ENSG00000025039	RRAGD	58528
39673	ENSG00000154162	CDH12	1010
39674	ENSG00000254508	FBXO3-AS1	101928440
39677	ENSG00000135698	MPHOSPH6	10200
39679	ENSG00000255245	FXYD6-FXYD2	100533181
39680	ENSG00000110719	TCIRG1	10312
39682	ENSG00000273889	FAM83H	286077
39683	ENSG00000152763	WDR78	79819
39684	ENSG00000180535	BHLHA15	168620
39693	ENSG00000186297	GABRA5	2558
39696	ENSG00000188050	RNF133	168433
39702	ENSG00000157693	C9orf91	203197
39703	ENSG00000258436	RNASE12	493901
39706	ENSG00000152495	CAMK4	814
39716	ENSG00000099869	IGF2-AS	51214
39717	ENSG00000134539	KLRD1	3824
39720	ENSG00000184350	MRGPRE	116534
39723	ENSG00000198189	HSD17B11	51170
39726	ENSG00000109063	MYH3	4621
39728	ENSG00000177432	NAP1L5	266812
39729	ENSG00000154767	XPC	7508
39731	ENSG00000235631	RNF148	378925
39736	ENSG00000088320	REM1	28954
39737	ENSG00000121716	PILRB	29990
39739	ENSG00000225732	TRIM31-AS1	104533120
39741	ENSG00000204221	WDR46	9277
39742	ENSG00000203923	SPANXN1	494118
39750	ENSG00000111879	FAM184A	79632
39751	ENSG00000157538	DSCR3	10311
39753	ENSG00000187857	OR6C75	390323
39760	ENSG00000264707	L3MBTL4-AS1	101927150
39761	ENSG00000196231	OR2J2	26707
39762	ENSG00000143013	LMO4	8543
39764	ENSG00000086712	TXLNG	55787
39765	ENSG00000127124	HIVEP3	59269
39767	ENSG00000023902	PLEKHO1	51177
39771	ENSG00000073111	MCM2	4171
39774	ENSG00000159588	CCDC17	149483
39779	ENSG00000198573	SPANXC	64663
39781	ENSG00000224941	TCF19	6941
39784	ENSG00000183566	BPIFA4P	317716
39785	ENSG00000175787	ZNF169	169841
39786	ENSG00000133030	MPRIP	23164
39787	ENSG00000187474	FPR3	2359
39788	ENSG00000110375	UPK2	7379
39789	ENSG00000173464	RNASE11	122651
39797	ENSG00000162761	LMX1A	4009
39798	ENSG00000120820	GLT8D2	83468
39805	ENSG00000227357	HLA-DRB4	3126
39806	ENSG00000106305	AIMP2	7965
39807	ENSG00000165630	PRPF18	8559
39811	ENSG00000178222	RNF212	285498
39813	ENSG00000122257	RBBP6	5930
39815	ENSG00000196739	COL27A1	85301
39822	ENSG00000110315	RNF141	50862
39831	ENSG00000206531	CD200R1L	344807
39834	ENSG00000260962	LINC00557	100861544
39837	ENSG00000069424	KCNAB2	8514
39838	ENSG00000177710	SLC35G5	83650
39839	ENSG00000177710	SLC35G5	646000
39842	ENSG00000183571	PGPEP1L	145814
39847	ENSG00000140948	ZCCHC14	23174
39850	ENSG00000131373	HACL1	26061
39855	ENSG00000182973	CNOT10	25904
39858	ENSG00000141404	GNAL	2774
39859	ENSG00000181631	P2RY13	53829
39860	ENSG00000273991	LILRB5	10990
39864	ENSG00000198373	WWP2	11060
39870	ENSG00000203685	C1orf95	375057
39872	ENSG00000109906	ZBTB16	7704
39878	ENSG00000129757	CDKN1C	1028
39881	ENSG00000131381	RBSN	64145
39883	ENSG00000228186	PRR3	80742
39884	ENSG00000171824	EXOSC10	5394
39886	ENSG00000275937	KIR2DL5B	553128
39892	ENSG00000230613	HM13-AS1	100874042
39893	ENSG00000160570	DEDD2	162989
39898	ENSG00000277709	KIR3DL2	3812
39899	ENSG00000280634	THRIL	102659353
39900	ENSG00000224313	DXO	1797
39902	ENSG00000159289	GOLGA6A	342096
39904	ENSG00000169554	ZEB2	9839
39905	ENSG00000101181	MTG2	26164
39906	ENSG00000133475	GGT2	728441
39907	ENSG00000133475	GGT2	102724197
39908	ENSG00000133475	GGT2	102724823
39910	ENSG00000128699	ORMDL1	94101
39911	ENSG00000112493	TAPBP	6892
39912	ENSG00000249484	LINC01470	101927134
39913	ENSG00000136541	ERMN	57471
39914	ENSG00000172164	SNTB1	6641
39915	ENSG00000144406	UNC80	285175
39916	ENSG00000006016	CRLF1	9244
39917	ENSG00000149782	PLCB3	5331
39918	ENSG00000166801	FAM111A	63901
39919	ENSG00000092098	RNF31	55072
39920	ENSG00000148584	A1CF	29974
39921	ENSG00000073969	NSF	4905
39924	ENSG00000259494	MRPL46	26589
39926	ENSG00000185246	PRPF39	55015
39927	ENSG00000101464	PIGU	128869
39928	ENSG00000130827	PLXNA3	55558
39930	ENSG00000282977	PCBP2-OT1	102157401
39931	ENSG00000106025	TSPAN12	23554
39935	ENSG00000237284	MAS1L	116511
39937	ENSG00000146083	RNF44	22838
39942	ENSG00000179912	R3HDM2	22864
39954	ENSG00000196659	TTC30B	150737
39959	ENSG00000165685	TMEM52B	120939
39961	ENSG00000224654	UBD	10537
39963	ENSG00000181767	OR8H2	390151
39966	ENSG00000205129	C4orf47	441054
39971	ENSG00000229183	PGA4	643847
39975	ENSG00000213689	TREX1	11277
39976	ENSG00000090020	SLC9A1	6548
39979	ENSG00000139793	MBNL2	10150
39981	ENSG00000186212	SOWAHB	345079
39985	ENSG00000101746	NOL4	8715
39987	ENSG00000105982	RNF32	140545
39988	ENSG00000181544	FANCB	2187
39989	ENSG00000160408	ST6GALNAC6	30815
39992	ENSG00000151468	CCDC3	83643
39994	ENSG00000121316	PLBD1	79887
39995	ENSG00000115239	ASB3	51130
39996	ENSG00000127720	METTL25	84190
39998	ENSG00000135175	OCM2	4951
39999	ENSG00000137135	ARHGEF39	84904
40001	ENSG00000189068	VSTM1	284415
40002	ENSG00000152056	AP1S3	130340
40003	ENSG00000106565	TMEM176B	28959
40004	ENSG00000227780	ZBTB22	9278
40005	ENSG00000215045	GRID2IP	392862
40008	ENSG00000097046	CDC7	8317
40009	ENSG00000250510	GPR162	27239
40010	ENSG00000156787	TBC1D31	93594
40011	ENSG00000061492	WNT8A	7478
40013	ENSG00000197405	C5AR1	728
40014	ENSG00000143952	VPS54	51542
40020	ENSG00000120685	PROSER1	80209
40021	ENSG00000203814	HIST2H2BF	440689
40022	ENSG00000175065	DSG4	147409
40024	ENSG00000244509	APOBEC3C	27350
40025	ENSG00000173848	NET1	10276
40028	ENSG00000145012	LPP	4026
40029	ENSG00000197363	ZNF517	340385
40036	ENSG00000162804	SNED1	25992
40039	ENSG00000168792	ABHD15	116236
40040	ENSG00000146666	LINC00525	84847
40044	ENSG00000198223	CSF2RA	1438
40045	ENSG00000176402	GJC3	349149
40046	ENSG00000183638	RP1L1	94137
40047	ENSG00000232560	LINC01549	100505929
40050	ENSG00000132514	CLEC10A	10462
40052	ENSG00000163377	FAM19A4	151647
40054	ENSG00000174358	SLC6A19	340024
40055	ENSG00000146416	AIG1	51390
40057	ENSG00000269416	LINC01224	104472717
40058	ENSG00000187955	COL14A1	7373
40059	ENSG00000171049	FPR2	2358
40063	ENSG00000160062	ZBTB8A	653121
40065	ENSG00000127249	ATP13A4	84239
40067	ENSG00000146966	DENND2A	27147
40068	ENSG00000137338	PGBD1	84547
40075	ENSG00000275732	KIR2DL4	3805
40076	ENSG00000113805	CNTN3	5067
40078	ENSG00000228836	CT45A5	441521
40081	ENSG00000136273	HUS1	3364
40082	ENSG00000275865	SPACA7	122258
40083	ENSG00000108840	HDAC5	10014
40085	ENSG00000136732	GYPC	2995
40086	ENSG00000110077	MS4A6A	64231
40089	ENSG00000163156	SCNM1	79005
40090	ENSG00000163156	SCNM1	100534012
40091	ENSG00000104408	EIF3E	3646
40093	ENSG00000281371	INE2	8551
40094	ENSG00000282077	PATL2	197135
40101	ENSG00000182902	SLC25A18	83733
40102	ENSG00000099875	MKNK2	2872
40104	ENSG00000185305	ARL15	54622
40105	ENSG00000151320	AKAP6	9472
40106	ENSG00000175505	CLCF1	23529
40109	ENSG00000187595	ZNF385C	201181
40110	ENSG00000141956	PRDM15	63977
40111	ENSG00000275351	KIR2DS4	3809
40112	ENSG00000173662	TAS1R1	80835
40114	ENSG00000186564	FOXD2	2306
40116	ENSG00000173338	KCNK7	10089
40117	ENSG00000141027	NCOR1	9611
40118	ENSG00000181649	PHLDA2	7262
40123	ENSG00000141542	RAB40B	10966
40134	ENSG00000151702	FLI1	2313
40139	ENSG00000064989	CALCRL	10203
40142	ENSG00000243566	UPK3B	80761
40143	ENSG00000243566	UPK3B	105375355
40144	ENSG00000163347	CLDN1	9076
40151	ENSG00000079819	EPB41L2	2037
40152	ENSG00000169239	CA5B	11238
40154	ENSG00000176720	BOK	666
40155	ENSG00000165238	WNK2	65268
40156	ENSG00000101115	SALL4	57167
40159	ENSG00000162591	MEGF6	1953
40164	ENSG00000112246	SIM1	6492
40165	ENSG00000265808	SEC22B	9554
40166	ENSG00000103343	ZNF174	7727
40167	ENSG00000124762	CDKN1A	1026
40168	ENSG00000282092	MED16	10025
40169	ENSG00000198720	ANKRD13B	124930
40171	ENSG00000136891	TEX10	54881
40172	ENSG00000235899	LINC01564	101927171
40173	ENSG00000224748	TAP1	6890
40174	ENSG00000162129	CLPB	81570
40180	ENSG00000146872	TLK2	11011
40181	ENSG00000282630	YWHAEP7	284100
40182	ENSG00000116668	SWT1	54823
40183	ENSG00000127325	BEST3	144453
40187	ENSG00000168214	RBPJ	3516
40189	ENSG00000117602	RCAN3	11123
40194	ENSG00000110076	NRXN2	9379
40195	ENSG00000105549	THEG	51298
40197	ENSG00000215114	UBXN2B	137886
40198	ENSG00000241132	LY6G5B	58496
40202	ENSG00000131738	KRT33B	3884
40204	ENSG00000164438	TLX3	30012
40205	ENSG00000102271	KLHL4	56062
40208	ENSG00000204919	PRR20A	122183
40209	ENSG00000110583	NAA40	79829
40210	ENSG00000116128	BCL9	607
40212	ENSG00000149922	TBX6	6911
40214	ENSG00000188778	ADRB3	155
40217	ENSG00000213995	CARKD	55739
40219	ENSG00000269313	MAGIX	79917
40221	ENSG00000183831	ANKRD45	339416
40224	ENSG00000226807	MROH5	389690
40225	ENSG00000089682	RBM41	55285
40227	ENSG00000225235	DDX26B-AS1	100874118
40231	ENSG00000147679	UTP23	84294
40234	ENSG00000186810	CXCR3	2833
40238	ENSG00000143303	RRNAD1	51093
40241	ENSG00000226235	LEMD1-AS1	284576
