Source	Target	Type
NFYA_Q5	ENSG00000087903	regulate
YY1_01	ENSG00000123364	regulate
PU1_Q4	ENSG00000008197	regulate
ENSG00000163508	HOXC10EOMES_01	protein
TEF5_Q6_01	ENSG00000123407	regulate
ENSG00000087510	TFAP2CDLX3_03	protein
S8_02	ENSG00000156150	regulate
BCL6_01	ENSG00000166949	regulate
ALX4EOMES_01	ENSG00000181722	regulate
ENSG00000169951	ZNF764_01	protein
ENSG00000186350	VDRRXRA_01	protein
BCL6_01	ENSG00000165259	regulate
ENSG00000129654	HFH4_01	protein
ENSG00000141956	PRDM15_03	protein
HDAC2_06	ENSG00000198538	regulate
BCL6_01	ENSG00000166823	regulate
HDX_01	ENSG00000228623	regulate
HFH3_01	ENSG00000150907	regulate
ZNF677_02	ENSG00000117036	regulate
RFX5_06	ENSG00000172216	regulate
HDAC2_06	ENSG00000183850	regulate
SOX11_Q6	ENSG00000163132	regulate
HDAC2_06	ENSG00000126351	regulate
FOX_Q2	ENSG00000142409	regulate
HNF6_Q6_01	ENSG00000184635	regulate
ENSG00000171443	ZNF524_02	protein
RORALPHA_Q4	ENSG00000198429	regulate
HFH3_01	ENSG00000188283	regulate
DLX5_01	ENSG00000144355	regulate
ENSG00000257923	CUX1_07	protein
ENSG00000159915	ZNF233_02	protein
ENSG00000151702	FLI1FIGLA_01	protein
FOXP1_01	ENSG00000171425	regulate
ZNF45_02	ENSG00000162761	regulate
IRF1_05	ENSG00000197008	regulate
CDX_Q5	ENSG00000104447	regulate
SREBF1_02	ENSG00000141040	regulate
ENSG00000204514	ZNF814_01	protein
BCL6_01	ENSG00000174282	regulate
ENSG00000257923	CUX1SRF_01	protein
NR3C2_01	ENSG00000106031	regulate
TCF11_01	ENSG00000131849	regulate
JUND_05	ENSG00000189420	regulate
BCL6_01	ENSG00000197608	regulate
ENSG00000153879	CEBP_Q2_01	protein
RORALPHA_Q4	ENSG00000068305	regulate
HDAC2_06	ENSG00000196757	regulate
HFH3_01	ENSG00000132170	regulate
ENSG00000134954	ETS_B	protein
FOXJ2_01	ENSG00000122386	regulate
HDAC2_06	ENSG00000240225	regulate
ENSG00000185252	COS52_01	protein
FOXP1_01	ENSG00000197054	regulate
CRX_Q6	ENSG00000170631	regulate
IRF1_05	ENSG00000164916	regulate
E2F3EOMES_01	ENSG00000114126	regulate
EGR1_16	ENSG00000182759	regulate
ENSG00000150907	FOXO1_06	protein
ENSG00000186350	FXRRXR_Q5	protein
BCL6_01	ENSG00000064490	regulate
LRH1_Q6	ENSG00000122691	regulate
ZNF502_02	ENSG00000170949	regulate
TEF_04	ENSG00000109705	regulate
ZNF569_01	ENSG00000016082	regulate
CDX_Q5	ENSG00000167074	regulate
ENSG00000153266	ZNF312_01	protein
ENSG00000162772	ATF3_Q6	protein
RPC155_01	ENSG00000112033	regulate
ENSG00000142025	DMRT7_01	protein
GR_Q6_02	ENSG00000256463	regulate
ENSG00000134852	CLOCKNHLH1_01	protein
SETDB1_01	ENSG00000189164	regulate
BHLHE23_02	ENSG00000139613	regulate
HNF3_Q6_01	ENSG00000170265	regulate
ENSG00000096401	CDC5_01	protein
KROX_Q6	ENSG00000132170	regulate
NR3C1_07	ENSG00000165702	regulate
NKX61_01	ENSG00000123576	regulate
ENSG00000100987	VSX1_01	protein
CGBP_01	ENSG00000196437	regulate
GR_01	ENSG00000177485	regulate
ENSG00000185122	HSF1_Q6	protein
CEBPA_Q4	ENSG00000251192	regulate
HDAC2_06	ENSG00000204644	regulate
ENSG00000084093	NRSE_B	protein
ENSG00000131668	BARX1_01	protein
RPC155_01	ENSG00000198039	regulate
HFH3_01	ENSG00000196378	regulate
JUNBFOSB_01	ENSG00000173404	regulate
AIRE_01	ENSG00000213096	regulate
PU1_Q4	ENSG00000185551	regulate
ENSG00000010030	ERFETV7_01	protein
LUN1_01	ENSG00000117000	regulate
ZNF677_02	ENSG00000263002	regulate
ENSG00000156150	ALX3_01	protein
ENSG00000159216	AML_Q6	protein
TBX5_01	ENSG00000143437	regulate
BCL6_01	ENSG00000112658	regulate
LXRBRXRA_Q5_01	ENSG00000133740	regulate
IRF1_05	ENSG00000166949	regulate
ENSG00000257923	CUX1_06	protein
ENSG00000168310	IRF_Q6	protein
HDAC2_06	ENSG00000186951	regulate
K2B_01	ENSG00000251192	regulate
ENSG00000166478	STAF_02	protein
NKX62_Q2	ENSG00000166478	regulate
ENSG00000115507	OTX1_03	protein
FOXR1_01	ENSG00000139515	regulate
ZNF228_01	ENSG00000175329	regulate
HNF4A_05	ENSG00000177599	regulate
BTEB3_Q5	ENSG00000170374	regulate
MEF2_01	ENSG00000126351	regulate
ZNF75_01	ENSG00000197857	regulate
HDAC2_06	ENSG00000120784	regulate
MECP2_Q4_01	ENSG00000167380	regulate
ENSG00000159184	CUX1HOXB13_01	protein
ELK1_02	ENSG00000008196	regulate
ENSG00000064835	PIT1_01	protein
JUNFRA1_01	ENSG00000128000	regulate
HOXD10_01	ENSG00000109132	regulate
HFH3_01	ENSG00000172379	regulate
NKX12_01	ENSG00000198740	regulate
FAC1_01	ENSG00000134107	regulate
FOXP1_01	ENSG00000143190	regulate
ZNF774_01	ENSG00000139687	regulate
HNF4A_06	ENSG00000163795	regulate
PAX5_01	ENSG00000186448	regulate
RPC155_01	ENSG00000171634	regulate
ENSG00000054598	FOXC1_02	protein
TST1_02	ENSG00000162676	regulate
ENSG00000072310	SREBP_Q3	protein
ALX4EOMES_01	ENSG00000197497	regulate
PLZF_02	ENSG00000197372	regulate
HZF12_02	ENSG00000196323	regulate
NANOG_02	ENSG00000180828	regulate
ZNF44_02	ENSG00000065029	regulate
E47_02	ENSG00000120656	regulate
HDAC2_06	ENSG00000131061	regulate
HDAC2_06	ENSG00000099326	regulate
ENSG00000170265	ZNF282_01	protein
HDAC2_06	ENSG00000198131	regulate
HFH3_01	ENSG00000185022	regulate
FOX_Q2	ENSG00000198026	regulate
BCL6_01	ENSG00000156127	regulate
ENSG00000111783	RFX4_05	protein
OCT1_05	ENSG00000245680	regulate
CGBP_01	ENSG00000139515	regulate
ENSG00000174197	MGADLX3_01	protein
ISL2_01	ENSG00000118156	regulate
CEBPB_02	ENSG00000204532	regulate
HNF3_Q6_01	ENSG00000160741	regulate
FOXP1_01	ENSG00000197044	regulate
HNF3_Q6_01	ENSG00000168214	regulate
FOXJ2_01	ENSG00000131408	regulate
ENSG00000120837	NFY_Q3	protein
HNF3_Q6_01	ENSG00000012048	regulate
FOXP1_01	ENSG00000140307	regulate
ENSG00000152454	ZNF256_01	protein
LXRBRXRA_Q5_01	ENSG00000160229	regulate
FOXJ2_01	ENSG00000090447	regulate
MSX1_04	ENSG00000130711	regulate
KROX_Q6	ENSG00000123268	regulate
ENSG00000117595	IRF_Q6	protein
ENSG00000244405	ETV5EOMES_01	protein
PLZF_02	ENSG00000109906	regulate
GSC_01	ENSG00000114861	regulate
HDAC2_06	ENSG00000165702	regulate
MEF2C_02	ENSG00000010539	regulate
ENSG00000082641	TCF11_01	protein
EGR1_12	ENSG00000172006	regulate
NFYA_02	ENSG00000170325	regulate
NFAT2_Q5_01	ENSG00000067646	regulate
ENSG00000168310	IRF_Q4	protein
ONECUT1_01	ENSG00000177485	regulate
PHOX2B_02	ENSG00000137309	regulate
NFE2MAF_01	ENSG00000198105	regulate
K2B_01	ENSG00000198740	regulate
ZNF224_05	ENSG00000105497	regulate
NKX12_01	ENSG00000109787	regulate
ENSG00000136997	MYCMAX_03	protein
PPARARXRA_01	ENSG00000173153	regulate
BCL6_01	ENSG00000221869	regulate
BRN4_01	ENSG00000173039	regulate
RPC155_01	ENSG00000105419	regulate
HDAC2_06	ENSG00000196724	regulate
HNF3_Q6_01	ENSG00000160961	regulate
SOX_Q4	ENSG00000172238	regulate
ARX_03	ENSG00000185697	regulate
AIRE_01	ENSG00000273514	regulate
SRY_09	ENSG00000102349	regulate
CUX1FOXI1_01	ENSG00000168610	regulate
RPC155_01	ENSG00000181896	regulate
ZNF536_03	ENSG00000179922	regulate
ENSG00000204531	POU5F1_06	protein
IRX2_01	ENSG00000173404	regulate
OCT1_04	ENSG00000197008	regulate
PU1_Q4	ENSG00000196597	regulate
HNF3_Q6_01	ENSG00000129351	regulate
FOXJ2_01	ENSG00000188033	regulate
HDAC2_06	ENSG00000106290	regulate
BCL6_01	ENSG00000104064	regulate
IRF3_Q3	ENSG00000198353	regulate
ENSG00000163508	E2F1EOMES_02	protein
IRF2_Q6	ENSG00000174255	regulate
BCL6_01	ENSG00000204531	regulate
DLX2_01	ENSG00000029363	regulate
ENSG00000143190	POU2F1GSC2_01	protein
ENSG00000196705	ZNF431_03	protein
ELK1EVX1_01	ENSG00000139352	regulate
ENSG00000105997	HOXD12HOXA3_01	protein
IRF1_05	ENSG00000169548	regulate
LMX1B_01	ENSG00000089335	regulate
RPC155_01	ENSG00000090447	regulate
ABL1_01	ENSG00000197497	regulate
CDX2_Q6	ENSG00000119138	regulate
HDAC2_06	ENSG00000010030	regulate
ISX_03	ENSG00000185697	regulate
HDAC2_06	ENSG00000116604	regulate
HDAC2_06	ENSG00000183309	regulate
PAX6_02	ENSG00000198740	regulate
OCT1_05	ENSG00000181007	regulate
IRF3_Q3	ENSG00000167637	regulate
EGR1_12	ENSG00000176293	regulate
HNF3_Q6_01	ENSG00000083812	regulate
BCL6_01	ENSG00000169548	regulate
CEBP_Q3	ENSG00000120837	regulate
BCL6_01	ENSG00000213999	regulate
HDAC2_06	ENSG00000178665	regulate
ENSG00000106331	PAX4_05	protein
ENSG00000126456	IRF_Q6	protein
ENSG00000170561	IRX2_01	protein
BCL6_01	ENSG00000020256	regulate
AR_14_H	ENSG00000152454	regulate
SOX21_06	ENSG00000230797	regulate
EBF1_03	ENSG00000198466	regulate
ENSG00000105516	DBP_02	protein
CRX_Q6	ENSG00000172262	regulate
ENSG00000198517	MAFK_08	protein
RPC155_01	ENSG00000167637	regulate
HNF3_Q6_01	ENSG00000152284	regulate
NKX23_04	ENSG00000118495	regulate
ENSG00000105392	CRX_Q4	protein
STAT5A_01	ENSG00000164920	regulate
HDAC2_06	ENSG00000113580	regulate
HFH3_01	ENSG00000196693	regulate
ZNF135_01	ENSG00000119138	regulate
HFH3_01	ENSG00000189144	regulate
ENSG00000182968	SOX_Q4	protein
ENSG00000132170	PPARG_06	protein
ZNF325_01	ENSG00000255073	regulate
HDAC2_06	ENSG00000180035	regulate
FOX_Q2	ENSG00000245680	regulate
RPC155_01	ENSG00000164916	regulate
RPC155_01	ENSG00000198815	regulate
FOXP1_01	ENSG00000137090	regulate
ZNF224_03	ENSG00000196268	regulate
HEN1_02	ENSG00000196456	regulate
ZNF701_02	ENSG00000197714	regulate
HNF3_Q6_01	ENSG00000234284	regulate
MEOX2_03	ENSG00000092067	regulate
E2F3FOXO6_01	ENSG00000008196	regulate
BCL6_01	ENSG00000183072	regulate
ENSG00000137709	POU2F3_01	protein
HFH3_01	ENSG00000185155	regulate
FOXJ2_01	ENSG00000242441	regulate
ENSG00000168610	STAT3_03	protein
CEBPG_Q6	ENSG00000173917	regulate
OCTAMER_02	ENSG00000125846	regulate
AR_10	ENSG00000198182	regulate
RPC155_01	ENSG00000164631	regulate
ZNF263_02	ENSG00000196109	regulate
HOXD10_01	ENSG00000258873	regulate
HNF3_Q6_01	ENSG00000157613	regulate
TEAD4HOXA2_01	ENSG00000221818	regulate
ENSG00000164749	HNF4G_04	protein
ENSG00000245848	CEBP_Q2	protein
IRXB3_01	ENSG00000266265	regulate
ENSG00000129173	TFAP2CE2F8_01	protein
SOX11_Q6	ENSG00000197579	regulate
ENSG00000116604	MEF2_Q6_01	protein
OCTAMER_02	ENSG00000197483	regulate
HDAC2_06	ENSG00000196381	regulate
ENSG00000064835	POU1F1_03	protein
ENSG00000113580	NR3C1_07	protein
EVI_Q6	ENSG00000266265	regulate
HDAC2_06	ENSG00000186020	regulate
SOX2_03	ENSG00000122877	regulate
HOXC13_Q2	ENSG00000128709	regulate
FOX_Q2	ENSG00000182141	regulate
HDAC2_06	ENSG00000186448	regulate
FOXJ2_02	ENSG00000128573	regulate
ENSG00000068305	MEF2_Q6_01	protein
HOXA13_03	ENSG00000128709	regulate
NFAT2_Q5_01	ENSG00000142700	regulate
SETDB1_01	ENSG00000167635	regulate
FREAC7_01	ENSG00000020256	regulate
FOXP1_01	ENSG00000148835	regulate
RPC155_01	ENSG00000230257	regulate
K2B_01	ENSG00000117036	regulate
IRF1_05	ENSG00000197134	regulate
STAF_02	ENSG00000100644	regulate
FOXN2_02	ENSG00000198039	regulate
BCL6_01	ENSG00000144792	regulate
EGR1_12	ENSG00000159915	regulate
ENSG00000168875	SOX14_08	protein
HFH3_01	ENSG00000197385	regulate
ISL2_01	ENSG00000269699	regulate
HNF3_Q6_01	ENSG00000185155	regulate
ZNF524_02	ENSG00000215343	regulate
EGR1_16	ENSG00000173404	regulate
EN1_08	ENSG00000214029	regulate
HDAC2_06	ENSG00000145734	regulate
GABPA_11	ENSG00000008196	regulate
HDAC2_06	ENSG00000136826	regulate
FOXJ2_01	ENSG00000128652	regulate
RPC155_01	ENSG00000143373	regulate
ENSG00000204060	E2F3FOXO6_01	protein
FOXP1_01	ENSG00000104447	regulate
S8_01	ENSG00000169554	regulate
FOXP1_01	ENSG00000171532	regulate
HOXB4_01	ENSG00000214029	regulate
LXRBRXRA_Q5_01	ENSG00000188171	regulate
HNF3B_01	ENSG00000063438	regulate
BCL6_01	ENSG00000196092	regulate
HNF6_Q6	ENSG00000177485	regulate
ENSG00000069667	RORA_06	protein
FOXO1ELK3_02	ENSG00000176678	regulate
PPARG_01	ENSG00000139083	regulate
SMAD4_Q6	ENSG00000132010	regulate
RPC155_01	ENSG00000105261	regulate
FOXP1_01	ENSG00000164107	regulate
ENSG00000176887	SOX_Q4	protein
ENSG00000173153	ESRRA_05	protein
FOXJ2_01	ENSG00000164916	regulate
ENSG00000146587	RBAK_03	protein
BCL6_01	ENSG00000196109	regulate
LBX2_01	ENSG00000173039	regulate
FOXJ2_01	ENSG00000198556	regulate
HMGIY_Q3	ENSG00000130522	regulate
ENSG00000204531	OCT4_02	protein
NFY_Q6_01	ENSG00000178338	regulate
MEF2_Q6_02	ENSG00000089225	regulate
ZNF569_01	ENSG00000118156	regulate
ENSG00000134323	NMYC_01	protein
BATF_04	ENSG00000176083	regulate
PIT1_Q6	ENSG00000012504	regulate
BCL6_01	ENSG00000167637	regulate
ENSG00000165556	CDX_Q5	protein
OCT1_02	ENSG00000009709	regulate
CEBP_C	ENSG00000181722	regulate
HOXA4_01	ENSG00000197608	regulate
AIRE_01	ENSG00000118620	regulate
HNF1_Q6_01	ENSG00000103343	regulate
BCL6_01	ENSG00000066136	regulate
FOXO3A_Q3	ENSG00000142700	regulate
ENSG00000073861	SOX6TBX21_01	protein
SETDB1_01	ENSG00000175395	regulate
EFC_Q6	ENSG00000167637	regulate
ENSG00000114861	FOXP1_01	protein
ENSG00000164900	GBX1_01	protein
PU1_Q4	ENSG00000030419	regulate
ENSG00000125398	SOX9_03	protein
RPC155_01	ENSG00000074047	regulate
ZNF471_02	ENSG00000197013	regulate
EMX1_02	ENSG00000159387	regulate
HDAC2_06	ENSG00000143373	regulate
AR_10	ENSG00000196391	regulate
RPC155_01	ENSG00000120798	regulate
RPC155_01	ENSG00000167394	regulate
HDAC2_06	ENSG00000164916	regulate
DBX2_01	ENSG00000173039	regulate
LHX2_03	ENSG00000001167	regulate
ENSG00000105997	HOXA3EOMES_01	protein
CDX_Q5	ENSG00000171970	regulate
ZNF263_02	ENSG00000180053	regulate
HFH3_01	ENSG00000180626	regulate
HNF3_Q6_01	ENSG00000182141	regulate
OCT1_04	ENSG00000187815	regulate
BCL6_01	ENSG00000198556	regulate
DRGX_01	ENSG00000164853	regulate
HDAC2_06	ENSG00000177873	regulate
BCL6_01	ENSG00000158773	regulate
NKX63_01	ENSG00000197124	regulate
ENSG00000077092	DR4_Q2	protein
BCL6_01	ENSG00000198464	regulate
NFYB_01	ENSG00000172000	regulate
HOXC5_01	ENSG00000118156	regulate
DMRT5_01	ENSG00000172379	regulate
FOX_Q2	ENSG00000106006	regulate
CDX_Q5	ENSG00000196646	regulate
ENSG00000138378	STAT_Q6	protein
HDAC2_06	ENSG00000176165	regulate
RPC155_01	ENSG00000215271	regulate
ENSG00000101076	COUP_01	protein
BCL6_01	ENSG00000121417	regulate
MEF2_01	ENSG00000164651	regulate
FOXD2_01	ENSG00000124664	regulate
UNCX_02	ENSG00000074047	regulate
ALX4_05	ENSG00000137309	regulate
HDAC2_06	ENSG00000123268	regulate
ENSG00000165588	CRX_Q6	protein
FOXP1_01	ENSG00000131845	regulate
PU1_Q4	ENSG00000116132	regulate
SIX3_Q6	ENSG00000106006	regulate
ENSG00000150907	FOXO1ELK1_02	protein
BCL6_01	ENSG00000118156	regulate
NOR1_02	ENSG00000121406	regulate
RPC155_01	ENSG00000100644	regulate
ZNF210_01	ENSG00000006194	regulate
LXR_Q6	ENSG00000230797	regulate
ENSG00000105997	ERFHOXA3_01	protein
ZNF224_03	ENSG00000178913	regulate
BCL6_01	ENSG00000012048	regulate
HNF6_Q6	ENSG00000180855	regulate
FOXD4L2_01	ENSG00000179195	regulate
NKX12_01	ENSG00000173039	regulate
BCL6_01	ENSG00000105717	regulate
HDAC2_06	ENSG00000197619	regulate
TBX5_04	ENSG00000118217	regulate
DAX1_01	ENSG00000196437	regulate
BCL6_01	ENSG00000170653	regulate
HDAC2_06	ENSG00000043039	regulate
MEF2C_02	ENSG00000251493	regulate
FOXL2_Q2	ENSG00000149054	regulate
HOXC8_01	ENSG00000173039	regulate
BCL6_01	ENSG00000145734	regulate
ENSG00000143995	MEIS1ONECUT2_01	protein
SOX11_Q6	ENSG00000105497	regulate
FOX_Q2	ENSG00000185022	regulate
HSF1_04	ENSG00000029153	regulate
IRF1_05	ENSG00000105419	regulate
ONECUT3_01	ENSG00000177485	regulate
BCL6_01	ENSG00000181007	regulate
SOX11_Q6	ENSG00000161405	regulate
AR_Q6_01	ENSG00000157554	regulate
GTF3C2_01	ENSG00000123685	regulate
NKX61_03	ENSG00000140548	regulate
IRF1_05	ENSG00000267508	regulate
DBX2_01	ENSG00000159387	regulate
IRF1_05	ENSG00000125850	regulate
T3RBETA_Q6_01	ENSG00000189420	regulate
IRF1_05	ENSG00000166888	regulate
HDAC2_06	ENSG00000118260	regulate
LMX1B_01	ENSG00000118156	regulate
CARRXR_Q2	ENSG00000128272	regulate
BCL6_01	ENSG00000196670	regulate
ENSG00000064218	DMRT3_01	protein
BCL6_01	ENSG00000256683	regulate
RPC155_01	ENSG00000197566	regulate
ENSG00000106689	LHX2_Q6	protein
ENSG00000137090	DMRT1_01	protein
HFH3_01	ENSG00000197782	regulate
BCL6_01	ENSG00000198538	regulate
RPC155_01	ENSG00000159882	regulate
EWSR1FLI1_01	ENSG00000169297	regulate
CEBPG_Q6	ENSG00000122386	regulate
BCL6_01	ENSG00000258289	regulate
DLX2_01	ENSG00000229676	regulate
ENSG00000143390	TEAD4RFX5_01	protein
IRF1_Q5	ENSG00000182318	regulate
CRX_Q6	ENSG00000134317	regulate
HDAC2_06	ENSG00000256223	regulate
ISX_03	ENSG00000001167	regulate
BCL6_01	ENSG00000187815	regulate
ENSG00000185551	DR4_Q2	protein
PU1_Q4	ENSG00000187815	regulate
OCT1_08	ENSG00000263001	regulate
FOXC1_02	ENSG00000198517	regulate
CTCF_01	ENSG00000165702	regulate
ENSG00000171056	SOX7_07	protein
BCL6_01	ENSG00000196268	regulate
T3RBETA_Q6_01	ENSG00000182986	regulate
ENSG00000197497	ZNF665_01	protein
SOX10_02	ENSG00000145908	regulate
FOXJ2_01	ENSG00000127903	regulate
ENSG00000197016	ZNF470_02	protein
EWSR1FLI1_01	ENSG00000050344	regulate
ENSG00000253293	FOXO1HOXA10_01	protein
ENSG00000167157	PRRX2_05	protein
ENSG00000197124	ZNF682_02	protein
STAT1_05	ENSG00000198939	regulate
ENSG00000116833	LRH1_Q5_01	protein
LXRBRXRA_Q5_01	ENSG00000025434	regulate
HFH3_01	ENSG00000138378	regulate
RPC155_01	ENSG00000154957	regulate
BCL6_01	ENSG00000119725	regulate
K2B_01	ENSG00000113430	regulate
FREAC7_01	ENSG00000196458	regulate
NR2C2_05	ENSG00000184677	regulate
FOXJ2_01	ENSG00000196456	regulate
ENSG00000175832	TFAP4ETV4_01	protein
ENSG00000057657	BLIMP1_02	protein
ENSG00000105880	DLX5_01	protein
HNF3_Q6_01	ENSG00000143355	regulate
ENSG00000189190	ZNF600_02	protein
HDAC2_06	ENSG00000117000	regulate
STAT5B_01	ENSG00000188629	regulate
ENSG00000132005	EFC_Q6	protein
HNF3_Q6_01	ENSG00000197008	regulate
ENSG00000245848	CEBP_Q2_01	protein
S8_01	ENSG00000215343	regulate
E2F1_04	ENSG00000177463	regulate
CGBP_01	ENSG00000105732	regulate
OCT1_Q6	ENSG00000137709	regulate
E4BP4_01	ENSG00000064195	regulate
ENSG00000159917	ZNF235_01	protein
ENSG00000196350	ZNF729_01	protein
HOXB2HOXB13_01	ENSG00000025156	regulate
HOXD13_01	ENSG00000177311	regulate
IRF1_05	ENSG00000160908	regulate
ETV6_01	ENSG00000188629	regulate
RPC155_01	ENSG00000175197	regulate
HDAC2_06	ENSG00000249471	regulate
ENSG00000185630	PBX1_10	protein
ENSG00000196437	ZNF569_03	protein
LMX1B_01	ENSG00000029153	regulate
HDAC2_06	ENSG00000167637	regulate
NFAT5_Q5_03	ENSG00000198046	regulate
FOXJ2_01	ENSG00000171827	regulate
AIRE_01	ENSG00000187559	regulate
GATA1_Q6	ENSG00000069667	regulate
HFH3_01	ENSG00000173757	regulate
SOX2_03	ENSG00000175745	regulate
EGR1_16	ENSG00000130522	regulate
CRX_Q6	ENSG00000105708	regulate
HNF3B_01	ENSG00000108055	regulate
ZNF234_01	ENSG00000177468	regulate
LMX1B_01	ENSG00000176678	regulate
RPC155_01	ENSG00000181007	regulate
ENSG00000116833	LRH1_Q6	protein
MEIS1SOX2_01	ENSG00000213015	regulate
FOX_Q2	ENSG00000105750	regulate
RPC155_01	ENSG00000180053	regulate
ENSG00000030419	HELIOSA_01	protein
BCL6_01	ENSG00000130844	regulate
CDX_Q5	ENSG00000178150	regulate
ZNF814_01	ENSG00000267508	regulate
SOX2_Q3	ENSG00000134107	regulate
RPC155_01	ENSG00000254004	regulate
ZNF407_01	ENSG00000183733	regulate
BCL6_01	ENSG00000164048	regulate
DBX1_01	ENSG00000167074	regulate
MSX1_02	ENSG00000205922	regulate
FOXD2_01	ENSG00000167182	regulate
HNF3_Q6_01	ENSG00000138378	regulate
ENSG00000160113	EAR2_Q4	protein
GR_Q6	ENSG00000157554	regulate
CUX1_06	ENSG00000229809	regulate
ZNF569_03	ENSG00000196172	regulate
HOX13_01	ENSG00000197579	regulate
HOXC8_01	ENSG00000074047	regulate
ZNF662_01	ENSG00000196453	regulate
ENSG00000128272	ATF4CEBPD_01	protein
FOXJ2_01	ENSG00000197024	regulate
NANOG_02	ENSG00000171956	regulate
BCL6_01	ENSG00000186951	regulate
FOXJ2_01	ENSG00000242779	regulate
FOXN2_02	ENSG00000121417	regulate
NFYA_Q5	ENSG00000064195	regulate
UNCX_02	ENSG00000165804	regulate
MECP2_Q4_01	ENSG00000135457	regulate
HDAC2_06	ENSG00000177311	regulate
ENSG00000165702	GFI1_Q6	protein
ENSG00000150907	FOXO1SPDEF_01	protein
FOXP1_01	ENSG00000124827	regulate
CGBP_01	ENSG00000167685	regulate
REX1_04	ENSG00000070476	regulate
IRF1_05	ENSG00000186496	regulate
LHX3_01	ENSG00000118156	regulate
ZNF585B_03	ENSG00000198464	regulate
HOXD10_01	ENSG00000175322	regulate
HFH8_01	ENSG00000198315	regulate
BRN3C_01	ENSG00000197608	regulate
FOXO4_01	ENSG00000198105	regulate
CEBP_Q3	ENSG00000196418	regulate
SETDB1_01	ENSG00000167384	regulate
HOXC13_01	ENSG00000106459	regulate
ENSG00000187079	TEF1_Q6_04	protein
FOXP1_01	ENSG00000119574	regulate
PRDM5_02	ENSG00000196152	regulate
BCL6_01	ENSG00000160094	regulate
IRF1_05	ENSG00000197497	regulate
BCL6_01	ENSG00000108001	regulate
LXRDR4_Q3	ENSG00000116560	regulate
FOXP1_01	ENSG00000171634	regulate
SOX6TBX21_01	ENSG00000114315	regulate
SOX2_Q3	ENSG00000105497	regulate
FOXJ2_01	ENSG00000163666	regulate
ENSG00000177599	ZNF491_01	protein
RARG_03	ENSG00000167394	regulate
ENSG00000124459	ZNF45_02	protein
ENSG00000133111	EFC_Q6	protein
HNF3_Q6_01	ENSG00000107249	regulate
PMX2B_01	ENSG00000159387	regulate
TCF11_01	ENSG00000166949	regulate
MEF2_Q6_03	ENSG00000170260	regulate
ALX3_01	ENSG00000145734	regulate
OCTAMER_01	ENSG00000010539	regulate
BCL6_01	ENSG00000197054	regulate
HOXC10EOMES_01	ENSG00000167637	regulate
BSX_01	ENSG00000186951	regulate
BCL6_01	ENSG00000169375	regulate
HNF3_Q6_01	ENSG00000147140	regulate
CUX1RFX5_01	ENSG00000134532	regulate
BCL6_01	ENSG00000273274	regulate
HDAC2_06	ENSG00000160961	regulate
BCL6_01	ENSG00000168826	regulate
ENSG00000171056	SOX7_06	protein
LXR_Q6	ENSG00000131061	regulate
IRF1_05	ENSG00000180035	regulate
RPC155_01	ENSG00000168310	regulate
S8_01	ENSG00000043039	regulate
CGBP_01	ENSG00000121413	regulate
DMRT3_01	ENSG00000197933	regulate
ENSG00000167625	ZNF526_02	protein
FOXE3_01	ENSG00000148516	regulate
ENSG00000186448	ZNF197_01	protein
HNF3_Q6_01	ENSG00000177508	regulate
ZNF227_03	ENSG00000175879	regulate
ZNF286B_01	ENSG00000245680	regulate
BCL6_01	ENSG00000183850	regulate
FREAC7_01	ENSG00000185947	regulate
HDAC2_06	ENSG00000197362	regulate
BCL6_01	ENSG00000158691	regulate
BCL6_01	ENSG00000114861	regulate
IRF1_05	ENSG00000106511	regulate
HNF4G_04	ENSG00000135100	regulate
FOXD4L6_01	ENSG00000213799	regulate
ENSG00000005801	ZNF195_03	protein
BCL6_01	ENSG00000160199	regulate
DMRT5_01	ENSG00000147421	regulate
OCTAMER_02	ENSG00000160352	regulate
FOXJ2_01	ENSG00000186812	regulate
OTP_01	ENSG00000169375	regulate
FOX_Q2	ENSG00000123358	regulate
NEUROD_02	ENSG00000189420	regulate
ONECUT3_01	ENSG00000124782	regulate
BRN4_01	ENSG00000118156	regulate
HDAC2_06	ENSG00000242779	regulate
GCM2DLX3_01	ENSG00000213967	regulate
FOXJ2_01	ENSG00000196793	regulate
HOXB2PAX5_02	ENSG00000181894	regulate
HOXD13_01	ENSG00000169856	regulate
NKX61_01	ENSG00000169635	regulate
OTX1_03	ENSG00000129194	regulate
BCL6_01	ENSG00000198026	regulate
AIRE_01	ENSG00000176222	regulate
DUXA_02	ENSG00000129194	regulate
FOXJ2_01	ENSG00000085276	regulate
NKX63_01	ENSG00000197905	regulate
YY1_01	ENSG00000176371	regulate
PITX1TBX21_01	ENSG00000129535	regulate
HNF3_Q6_01	ENSG00000263001	regulate
FOXP1_01	ENSG00000175197	regulate
HOXD3_01	ENSG00000074047	regulate
ENSG00000025156	HSF2_04	protein
ENSG00000169083	AR_01	protein
ENSG00000134317	GRHL1_01	protein
PXR_Q2	ENSG00000125945	regulate
EGR1_12	ENSG00000147421	regulate
IRF1_05	ENSG00000197044	regulate
